DRUH,ID_IND,KOMPILACE,TYP_IND,LIM_IND,JEDNOTKA,KLIC,UROVEN,pozn,...9,LIM_INDLIST
Lucanus cervus,POP_PRESENCE,NA,val,ano,NA,ano,lok,NA,NA,ano
Lucanus cervus,STA_VHSTROMN,NA,val,ano,NA,ne,lok,NA,NA,ano
Lucanus cervus,STA_VHSTROMK,NA,val,ano,NA,ne,lok,NA,NA,ano
Osmoderma barnabita,POP_PRESENCE,NA,val,ano,NA,ano,lok,NA,NA,ano
Osmoderma barnabita,STA_VHSTROMN,NA,val,ano,NA,ne,lok,NA,NA,ano
Osmoderma barnabita,STA_VHSTROMK,NA,val,ano,NA,ne,lok,NA,NA,ano
Rhysodes sulcatus,POP_PRESENCE,NA,val,ano,NA,ano,lok,NA,NA,ano
Rhysodes sulcatus,STA_VHSTROMN,NA,val,ano,NA,ne,lok,NA,NA,ano
Rhysodes sulcatus,STA_VHSTROMK,NA,val,ano,NA,ne,lok,NA,NA,ano
Rosalia alpina,POP_PRESENCE,NA,val,ano,NA,ano,lok,NA,NA,ano
Rosalia alpina,STA_VHSTROMN,NA,val,ano,NA,ne,lok,NA,NA,ano
Rosalia alpina,STA_SKLADREVO,NA,val,ne,NA,ne,lok,NA,NA,ne
Rosalia alpina,STA_VHSTROMK,NA,val,ano,NA,ne,lok,NA,NA,ano
Cerambyx cerdo,POP_PRESENCE,NA,val,ano,NA,ano,lok,NA,NA,ano
Cerambyx cerdo,STA_VHSTROMN,NA,val,ano,NA,ne,lok,NA,NA,ano
Cerambyx cerdo,STA_VHSTROMK,NA,val,ano,NA,ne,lok,NA,NA,ano
Leucorrhinia pectoralis,POP_PRESENCE,NA,val,ano,NA,ano,lok,NA,NA,ano
Leucorrhinia pectoralis,STA_POKRYVNOSTDREVIN,NA,min,5,%,ne,lok,NA,NA,alespoò 5 %
Leucorrhinia pectoralis,STA_ZAZEMNENI,NA,max,60,%,ne,lok,NA,NA,nejvýš 60 %
Ophiogomphus cecilia,POP_PRESENCE,NA,val,ano,NA,ano,lok,NA,NA,ano
Ophiogomphus cecilia,STA_POKRYVNOSTDREVIN,NA,max,50,%,ne,lok,NA,NA,nejvýš 50 %
Ophiogomphus cecilia,STA_ZAZEMNENI,NA,val,ménì než 10 %,NA,ne,lok,NA,NA,ménì než 10 %
Osmoderma barnabita,POP_PRESENCE,NA,val,ano,NA,ano,lok,NA,NA,ano
Osmoderma barnabita,STA_VHSTROMN,NA,val,ano,NA,ne,lok,NA,NA,ano
Osmoderma barnabita,STA_VHSTROMK,NA,val,ano,NA,ne,lok,NA,NA,ano
Limoniscus violaceus,POP_PRESENCE,NA,val,ano,NA,ano,lok,NA,NA,ano
Limoniscus violaceus,STA_VHSTROMN,NA,val,ano,NA,ne,lok,NA,NA,ano
Limoniscus violaceus,STA_VHSTROMK,NA,val,ano,NA,ne,lok,NA,NA,ano
Bolbelamus unicornis,POP_PRESENCE,NA,val,ano,pøítomnost druhu,ano,lok,NA,NA,ano
Carabus menetriesi pacholei,POP_PRESENCE,NA,val,ano,pøítomnost druhu,ano,lok,NA,NA,ano
Carabus variolosus,POP_PRESENCE,NA,val,ano,pøítomnost druhu,ano,lok,NA,NA,ano
Carabus variolosus,STA_MRTDREVO,NA,val,jednotlivé kmeny,stupnice relativní škály,ano,lok,NA,NA,"jednotlivé kmeny, hojnì"
Carabus variolosus,STA_MRTDREVO,NA,val,hojnì,stupnice relativní škály,ano,lok,NA,NA,"jednotlivé kmeny, hojnì"
Carabus variolosus,STA_TEKVODA,NA,val,ano,ano/ne,ano,lok,NA,NA,ano
Graphoderus bilineatus,POP_PRESENCE,NA,val,ano,pøítomnost druhu,ano,lok,NA,NA,ano
Graphoderus bilineatus,STA_LITVEGET,NA,min,70,procento pokryvnosti litorální vegetace,ano,lok,NA,NA,alespoò 70 procento pokryvnosti litorální vegetace
Graphoderus bilineatus,STA_SIRKALIT,NA,min,3,metry,ano,lok,NA,NA,alespoò 3 metry
Graphoderus bilineatus,STA_ZASTIN,NA,val,ano,stupnice relativní škály,ano,lok,NA,NA,ano
Bombina bombina,POP_PRESENCE,NA,val,ano,NA,ano,lok,NA,NA,ano
Bombina bombina,POP_ZMENA_RAD,NA,max,-1,NA,ano,lok,NA,NA,nejvýš -1 NA
Bombina variegata,POP_ZMENA_RAD,NA,max,-1,NA,ano,lok,NA,NA,nejvýš -1 NA
Epidea calamita,POP_ZMENA_RAD,NA,max,-1,NA,ano,lok,NA,NA,nejvýš -1 NA
Lissotriton montandoni,POP_ZMENA_RAD,NA,max,-1,NA,ano,lok,NA,NA,nejvýš -1 NA
Triturus cristatus,POP_ZMENA_RAD,NA,max,-1,NA,ano,lok,NA,NA,nejvýš -1 NA
Triturus carnifex,POP_ZMENA_RAD,NA,max,-1,NA,ano,lok,NA,NA,nejvýš -1 NA
Triturus dobrogicus,POP_ZMENA_RAD,NA,max,-1,NA,ano,lok,NA,NA,nejvýš -1 NA
Bombina bombina,STA_ZTRATABIO,NA,val,ne,zaznamenána ztráta vodních biotopù,ne,lok,NA,NA,ne
Bombina variegata,STA_ZTRATABIO,NA,val,ne,zaznamenána ztráta vodních biotopù,ne,lok,NA,NA,ne
Epidea calamita,STA_ZTRATABIO,NA,val,ne,zaznamenána ztráta vodních biotopù,ne,lok,NA,NA,ne
Lissotriton montandoni,STA_ZTRATABIO,NA,val,ne,zaznamenána ztráta vodních biotopù,ne,lok,NA,NA,ne
Triturus cristatus,STA_ZTRATABIO,NA,val,ne,zaznamenána ztráta vodních biotopù,ne,lok,NA,NA,ne
Triturus carnifex,STA_ZTRATABIO,NA,val,ne,zaznamenána ztráta vodních biotopù,ne,lok,NA,NA,ne
Triturus dobrogicus,STA_ZTRATABIO,NA,val,ne,zaznamenána ztráta vodních biotopù,ne,lok,NA,NA,ne
Bombina bombina,STA_RYBY,NA,val,ne,zaznamenán nadmìrný tlak ryb,ne,lok,NA,NA,ne
Bombina variegata,STA_RYBY,NA,val,ne,zaznamenán nadmìrný tlak ryb,ne,lok,NA,NA,ne
Epidea calamita,STA_RYBY,NA,val,ne,zaznamenán nadmìrný tlak ryb,ne,lok,NA,NA,ne
Lissotriton montandoni,STA_RYBY,NA,val,ne,zaznamenán nadmìrný tlak ryb,ne,lok,NA,NA,ne
Triturus cristatus,STA_RYBY,NA,val,ne,zaznamenán nadmìrný tlak ryb,ne,lok,NA,NA,ne
Triturus carnifex,STA_RYBY,NA,val,ne,zaznamenán nadmìrný tlak ryb,ne,lok,NA,NA,ne
Triturus dobrogicus,STA_RYBY,NA,val,ne,zaznamenán nadmìrný tlak ryb,ne,lok,NA,NA,ne
Bombina bombina,STA_MANIPULACE,NA,val,ne,NA,ne,lok,NA,NA,ne
Lissotriton montandoni,STA_MANIPULACE,NA,val,ne,NA,ne,lok,NA,NA,ne
Triturus cristatus,STA_MANIPULACE,NA,val,ne,NA,ne,lok,NA,NA,ne
Triturus carnifex,STA_MANIPULACE,NA,val,ne,NA,ne,lok,NA,NA,ne
Triturus dobrogicus,STA_MANIPULACE,NA,val,ne,NA,ne,lok,NA,NA,ne
Bombina bombina,STA_VYSYCHANI,NA,val,26-50 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Bombina bombina,STA_VYSYCHANI,NA,val,51-75 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Bombina bombina,STA_VYSYCHANI,NA,val,76-100 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Bombina bombina,STA_VYSYCHANI,NA,min,25,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Bombina variegata,STA_VYSYCHANI,NA,val,26-50 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Bombina variegata,STA_VYSYCHANI,NA,val,51-75 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Bombina variegata,STA_VYSYCHANI,NA,val,76-100 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Bombina variegata,STA_VYSYCHANI,NA,min,25,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Epidea calamita,STA_VYSYCHANI,NA,val,26-50 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Epidea calamita,STA_VYSYCHANI,NA,val,51-75 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Epidea calamita,STA_VYSYCHANI,NA,val,76-100 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Epidea calamita,STA_VYSYCHANI,NA,min,25,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Lissotriton montandoni,STA_VYSYCHANI,NA,val,26-50 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Lissotriton montandoni,STA_VYSYCHANI,NA,val,51-75 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Lissotriton montandoni,STA_VYSYCHANI,NA,val,76-100 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Lissotriton montandoni,STA_VYSYCHANI,NA,min,25,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Triturus cristatus,STA_VYSYCHANI,NA,val,26-50 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Triturus cristatus,STA_VYSYCHANI,NA,val,51-75 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Triturus cristatus,STA_VYSYCHANI,NA,val,76-100 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Triturus cristatus,STA_VYSYCHANI,NA,min,25,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Triturus carnifex,STA_VYSYCHANI,NA,val,26-50 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Triturus carnifex,STA_VYSYCHANI,NA,val,51-75 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Triturus carnifex,STA_VYSYCHANI,NA,val,76-100 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Triturus carnifex,STA_VYSYCHANI,NA,min,25,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Triturus dobrogicus,STA_VYSYCHANI,NA,val,26-50 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Triturus dobrogicus,STA_VYSYCHANI,NA,val,51-75 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Triturus dobrogicus,STA_VYSYCHANI,NA,val,76-100 %,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Triturus dobrogicus,STA_VYSYCHANI,NA,min,25,NA,ne,lok,NA,NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA"
Bombina bombina,STA_VYSYCHANIPERIOD3,NA,max,2,NA,ne,lok,NA,NA,nejvýš 2 NA
Bombina variegata,STA_VYSYCHANIPERIOD3,NA,max,2,NA,ne,lok,NA,NA,nejvýš 2 NA
Epidea calamita,STA_VYSYCHANIPERIOD3,NA,max,2,NA,ne,lok,NA,NA,nejvýš 2 NA
Lissotriton montandoni,STA_VYSYCHANIPERIOD3,NA,max,2,NA,ne,lok,NA,NA,nejvýš 2 NA
Triturus cristatus,STA_VYSYCHANIPERIOD3,NA,max,2,NA,ne,lok,NA,NA,nejvýš 2 NA
Triturus carnifex,STA_VYSYCHANIPERIOD3,NA,max,2,NA,ne,lok,NA,NA,nejvýš 2 NA
Triturus dobrogicus,STA_VYSYCHANIPERIOD3,NA,max,2,NA,ne,lok,NA,NA,nejvýš 2 NA
Bombina variegata,STA_POKRVEGETACE,NA,val,0,NA,ne,lok,NA,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA"
Bombina variegata,STA_POKRVEGETACE,NA,val,0-25 %,NA,ne,lok,NA,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA"
Bombina variegata,STA_POKRVEGETACE,NA,val,1-10 %,NA,ne,lok,NA,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA"
Bombina variegata,STA_POKRVEGETACE,NA,val,11-25 %,NA,ne,lok,NA,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA"
Bombina variegata,STA_POKRVEGETACE,NA,val,26-50 %,NA,ne,lok,NA,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA"
Bombina variegata,STA_POKRVEGETACE,NA,val,1-25 %,NA,ne,lok,NA,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA"
Bombina variegata,STA_POKRVEGETACE,NA,max,50,NA,ne,lok,NA,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA"
Epidea calamita,STA_POKRVEGETACE,NA,val,0,NA,ne,lok,NA,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA"
Epidea calamita,STA_POKRVEGETACE,NA,val,0-25 %,NA,ne,lok,NA,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA"
Epidea calamita,STA_POKRVEGETACE,NA,val,1-10 %,NA,ne,lok,NA,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA"
Epidea calamita,STA_POKRVEGETACE,NA,val,11-25 %,NA,ne,lok,NA,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA"
Epidea calamita,STA_POKRVEGETACE,NA,val,26-50 %,NA,ne,lok,NA,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA"
Epidea calamita,STA_POKRVEGETACE,NA,val,1-25 %,NA,ne,lok,NA,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA"
Epidea calamita,STA_POKRVEGETACE,NA,max,50,NA,ne,lok,NA,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA"
Triturus cristatus,STA_POKRVEGETACE,NA,val,1-10 %,NA,ne,lok,NA,NA,"1-10 %, 11-25 %, 26-50 %, 51-75 %, alespoò 1 NA, nejvýš 75 NA"
Triturus cristatus,STA_POKRVEGETACE,NA,val,11-25 %,NA,ne,lok,NA,NA,"1-10 %, 11-25 %, 26-50 %, 51-75 %, alespoò 1 NA, nejvýš 75 NA"
Triturus cristatus,STA_POKRVEGETACE,NA,val,26-50 %,NA,ne,lok,NA,NA,"1-10 %, 11-25 %, 26-50 %, 51-75 %, alespoò 1 NA, nejvýš 75 NA"
Triturus cristatus,STA_POKRVEGETACE,NA,val,51-75 %,NA,ne,lok,NA,NA,"1-10 %, 11-25 %, 26-50 %, 51-75 %, alespoò 1 NA, nejvýš 75 NA"
Triturus cristatus,STA_POKRVEGETACE,NA,min,1,NA,ne,lok,NA,NA,"1-10 %, 11-25 %, 26-50 %, 51-75 %, alespoò 1 NA, nejvýš 75 NA"
Triturus cristatus,STA_POKRVEGETACE,NA,max,75,NA,ne,lok,NA,NA,"1-10 %, 11-25 %, 26-50 %, 51-75 %, alespoò 1 NA, nejvýš 75 NA"
Triturus carnifex,STA_POKRVEGETACE,NA,val,1-10 %,NA,ne,lok,NA,NA,"1-10 %, 11-25 %, 26-50 %, 51-75 %, alespoò 1 NA, nejvýš 75 NA"
Triturus carnifex,STA_POKRVEGETACE,NA,val,11-25 %,NA,ne,lok,NA,NA,"1-10 %, 11-25 %, 26-50 %, 51-75 %, alespoò 1 NA, nejvýš 75 NA"
Triturus carnifex,STA_POKRVEGETACE,NA,val,26-50 %,NA,ne,lok,NA,NA,"1-10 %, 11-25 %, 26-50 %, 51-75 %, alespoò 1 NA, nejvýš 75 NA"
Triturus carnifex,STA_POKRVEGETACE,NA,val,51-75 %,NA,ne,lok,NA,NA,"1-10 %, 11-25 %, 26-50 %, 51-75 %, alespoò 1 NA, nejvýš 75 NA"
Triturus carnifex,STA_POKRVEGETACE,NA,min,1,NA,ne,lok,NA,NA,"1-10 %, 11-25 %, 26-50 %, 51-75 %, alespoò 1 NA, nejvýš 75 NA"
Triturus carnifex,STA_POKRVEGETACE,NA,max,75,NA,ne,lok,NA,NA,"1-10 %, 11-25 %, 26-50 %, 51-75 %, alespoò 1 NA, nejvýš 75 NA"
Triturus dobrogicus,STA_POKRVEGETACE,NA,val,1-10 %,NA,ne,lok,NA,NA,"1-10 %, 11-25 %, 26-50 %, 51-75 %, alespoò 1 NA, nejvýš 75 NA"
Triturus dobrogicus,STA_POKRVEGETACE,NA,val,11-25 %,NA,ne,lok,NA,NA,"1-10 %, 11-25 %, 26-50 %, 51-75 %, alespoò 1 NA, nejvýš 75 NA"
Triturus dobrogicus,STA_POKRVEGETACE,NA,val,26-50 %,NA,ne,lok,NA,NA,"1-10 %, 11-25 %, 26-50 %, 51-75 %, alespoò 1 NA, nejvýš 75 NA"
Triturus dobrogicus,STA_POKRVEGETACE,NA,val,51-75 %,NA,ne,lok,NA,NA,"1-10 %, 11-25 %, 26-50 %, 51-75 %, alespoò 1 NA, nejvýš 75 NA"
Triturus dobrogicus,STA_POKRVEGETACE,NA,min,1,NA,ne,lok,NA,NA,"1-10 %, 11-25 %, 26-50 %, 51-75 %, alespoò 1 NA, nejvýš 75 NA"
Triturus dobrogicus,STA_POKRVEGETACE,NA,max,75,NA,ne,lok,NA,NA,"1-10 %, 11-25 %, 26-50 %, 51-75 %, alespoò 1 NA, nejvýš 75 NA"
Bombina bombina,STA_PRUHLEDNOSTVODA,NA,val,až na dno,NA,ne,lok,NA,NA,"až na dno, nad 50 cm, alespoò 50 NA"
Bombina bombina,STA_PRUHLEDNOSTVODA,NA,val,nad 50 cm,NA,ne,lok,NA,NA,"až na dno, nad 50 cm, alespoò 50 NA"
Bombina bombina,STA_PRUHLEDNOSTVODA,NA,min,50,NA,ne,lok,NA,NA,"až na dno, nad 50 cm, alespoò 50 NA"
Triturus cristatus,STA_PRUHLEDNOSTVODA,NA,val,až na dno,NA,ne,lok,NA,NA,"až na dno, nad 50 cm, alespoò 50 NA"
Triturus cristatus,STA_PRUHLEDNOSTVODA,NA,val,nad 50 cm,NA,ne,lok,NA,NA,"až na dno, nad 50 cm, alespoò 50 NA"
Triturus cristatus,STA_PRUHLEDNOSTVODA,NA,min,50,NA,ne,lok,NA,NA,"až na dno, nad 50 cm, alespoò 50 NA"
Triturus carnifex,STA_PRUHLEDNOSTVODA,NA,val,až na dno,NA,ne,lok,NA,NA,"až na dno, nad 50 cm, alespoò 50 NA"
Triturus carnifex,STA_PRUHLEDNOSTVODA,NA,val,nad 50 cm,NA,ne,lok,NA,NA,"až na dno, nad 50 cm, alespoò 50 NA"
Triturus carnifex,STA_PRUHLEDNOSTVODA,NA,min,50,NA,ne,lok,NA,NA,"až na dno, nad 50 cm, alespoò 50 NA"
Triturus dobrogicus,STA_PRUHLEDNOSTVODA,NA,val,až na dno,NA,ne,lok,NA,NA,"až na dno, nad 50 cm, alespoò 50 NA"
Triturus dobrogicus,STA_PRUHLEDNOSTVODA,NA,val,nad 50 cm,NA,ne,lok,NA,NA,"až na dno, nad 50 cm, alespoò 50 NA"
Triturus dobrogicus,STA_PRUHLEDNOSTVODA,NA,min,50,NA,ne,lok,NA,NA,"až na dno, nad 50 cm, alespoò 50 NA"
Bombina bombina,STA_ZASTINENIHLADINA,NA,val,0-25 %,NA,ne,lok,NA,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA"
Bombina bombina,STA_ZASTINENIHLADINA,NA,val,26-50 %,NA,ne,lok,NA,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA"
Bombina bombina,STA_ZASTINENIHLADINA,NA,val,51-75 %,NA,ne,lok,NA,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA"
Bombina bombina,STA_ZASTINENIHLADINA,NA,max,75,NA,ne,lok,NA,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA"
Bombina variegata,STA_ZASTINENIHLADINA,NA,val,0-25 %,NA,ne,lok,NA,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA"
Bombina variegata,STA_ZASTINENIHLADINA,NA,val,26-50 %,NA,ne,lok,NA,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA"
Bombina variegata,STA_ZASTINENIHLADINA,NA,val,51-75 %,NA,ne,lok,NA,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA"
Bombina variegata,STA_ZASTINENIHLADINA,NA,max,75,NA,ne,lok,NA,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA"
Bombina bombina,STA_UHYNOBOJZIVELNIK,NA,val,ne,NA,ne,lok,NA,NA,ne
Bombina variegata,STA_UHYNOBOJZIVELNIK,NA,val,ne,NA,ne,lok,NA,NA,ne
Epidea calamita,STA_UHYNOBOJZIVELNIK,NA,val,ne,NA,ne,lok,NA,NA,ne
Lissotriton montandoni,STA_UHYNOBOJZIVELNIK,NA,val,ne,NA,ne,lok,NA,NA,ne
Triturus cristatus,STA_UHYNOBOJZIVELNIK,NA,val,ne,NA,ne,lok,NA,NA,ne
Triturus carnifex,STA_UHYNOBOJZIVELNIK,NA,val,ne,NA,ne,lok,NA,NA,ne
Triturus dobrogicus,STA_UHYNOBOJZIVELNIK,NA,val,ne,NA,ne,lok,NA,NA,ne
Myotis myotis,POP_PRESENCE,NA,val,ano,pøítomnost druhu,ano,lok,NA,NA,ano
Myotis myotis,POP_PRESENCELET,NA,val,ano,pøítomnost druhu v letní kolonii,ano,lok,NA,NA,ano
Myotis myotis,POP_PRESENCEZIM,NA,val,ano,pøítomnost druhu na zimovišti,ano,lok,NA,NA,ano
Myotis myotis,POP_REPROVAL,NA,min,1.5,podíl letní abundance II. k letní abundanci I.,ano,lok,NA,NA,alespoò 1.5 podíl letní abundance II. k letní abundanci I.
Myotis myotis,POP_DIFLET,NA,min,0.5,podíl letní abundance k referenèní letní abundanci,ano,lok,NA,NA,alespoò 0.5 podíl letní abundance k referenèní letní abundanci
Myotis myotis,POP_DIFZIM,NA,min,0.5,podíl zimní abundance k referenèní zimní abundanci,ano,lok,NA,NA,alespoò 0.5 podíl zimní abundance k referenèní zimní abundanci
Rhinolophus hipposideros,POP_PRESENCE,NA,val,ano,pøítomnost druhu,ano,lok,NA,NA,ano
Rhinolophus hipposideros,POP_PRESENCELET,NA,val,ano,pøítomnost druhu v letní kolonii,ano,lok,NA,NA,ano
Rhinolophus hipposideros,POP_PRESENCEZIM,NA,val,ano,pøítomnost druhu na zimovišti,ano,lok,NA,NA,ano
Rhinolophus hipposideros,POP_REPROVAL,NA,min,1.5,podíl letní abundance II. k letní abundanci I.,ano,lok,NA,NA,alespoò 1.5 podíl letní abundance II. k letní abundanci I.
Rhinolophus hipposideros,POP_DIFLET,NA,min,0.5,podíl letní abundance k referenèní letní abundanci,ano,lok,NA,NA,alespoò 0.5 podíl letní abundance k referenèní letní abundanci
Rhinolophus hipposideros,POP_DIFZIM,NA,min,0.5,podíl zimní abundance k referenèní zimní abundanci,ano,lok,NA,NA,alespoò 0.5 podíl zimní abundance k referenèní zimní abundanci
Barbastella barbastellus,POP_PRESENCE,NA,val,ano,pøítomnost druhu,ano,lok,NA,NA,ano
Barbastella barbastellus,POP_PRESENCELET,NA,val,ano,pøítomnost druhu v letní kolonii,ano,lok,NA,NA,ano
Barbastella barbastellus,POP_PRESENCEZIM,NA,val,ano,pøítomnost druhu na zimovišti,ano,lok,NA,NA,ano
Barbastella barbastellus,POP_REPROVAL,NA,min,1.5,podíl letní abundance II. k letní abundanci I.,ano,lok,NA,NA,alespoò 1.5 podíl letní abundance II. k letní abundanci I.
Barbastella barbastellus,POP_DIFLET,NA,min,0.67,podíl letní abundance k referenèní letní abundanci,ano,lok,NA,NA,alespoò 0.67 podíl letní abundance k referenèní letní abundanci
Barbastella barbastellus,POP_DIFZIM,NA,min,0.67,podíl zimní abundance k referenèní zimní abundanci,ano,lok,NA,NA,alespoò 0.67 podíl zimní abundance k referenèní zimní abundanci
Myotis emarginatus,POP_PRESENCE,NA,val,ano,pøítomnost druhu,ano,lok,NA,NA,ano
Myotis emarginatus,POP_PRESENCELET,NA,val,ano,pøítomnost druhu v letní kolonii,ano,lok,NA,NA,ano
Myotis emarginatus,POP_PRESENCEZIM,NA,val,ano,pøítomnost druhu na zimovišti,ano,lok,NA,NA,ano
Myotis emarginatus,POP_REPROVAL,NA,min,1.5,podíl letní abundance II. k letní abundanci I.,ano,lok,NA,NA,alespoò 1.5 podíl letní abundance II. k letní abundanci I.
Myotis emarginatus,POP_DIFLET,NA,min,0.5,podíl letní abundance k referenèní letní abundanci,ano,lok,NA,NA,alespoò 0.5 podíl letní abundance k referenèní letní abundanci
Myotis emarginatus,POP_DIFZIM,NA,min,0.5,podíl zimní abundance k referenèní zimní abundanci,ano,lok,NA,NA,alespoò 0.5 podíl zimní abundance k referenèní zimní abundanci
Myotis bechsteinii,POP_PRESENCE,NA,val,ano,pøítomnost druhu,ano,lok,NA,NA,ano
Myotis bechsteinii,POP_PRESENCELET,NA,val,ano,pøítomnost druhu v letní kolonii,ano,lok,NA,NA,ano
Myotis bechsteinii,POP_PRESENCEZIM,NA,val,ano,pøítomnost druhu na zimovišti,ano,lok,NA,NA,ano
Myotis bechsteinii,POP_REPROVAL,NA,min,1.5,podíl letní abundance II. k letní abundanci I.,ano,lok,NA,NA,alespoò 1.5 podíl letní abundance II. k letní abundanci I.
Myotis bechsteinii,POP_DIFLET,NA,min,0.5,podíl letní abundance k referenèní letní abundanci,ano,lok,NA,NA,alespoò 0.5 podíl letní abundance k referenèní letní abundanci
Myotis bechsteinii,POP_DIFZIM,NA,min,0.5,podíl zimní abundance k referenèní zimní abundanci,ano,lok,NA,NA,alespoò 0.5 podíl zimní abundance k referenèní zimní abundanci
Liparis loeselii,STA_POKRRAKOS,NA,val,0,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %, 50-75 %"
Liparis loeselii,STA_POKRRAKOS,NA,val,do 25 %,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %, 50-75 %"
Liparis loeselii,STA_POKRRAKOS,NA,val,25-50 %,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %, 50-75 %"
Liparis loeselii,STA_POKRRAKOS,NA,val,50-75 %,NA,ne,lok,NA,NA,"0, do 25 %, 25-50 %, 50-75 %"
Liparis loeselii,STA_HYDROPOMERY,NA,val,dobré,NA,ne,lok,NA,NA,"dobré, zhoršené"
Liparis loeselii,STA_HYDROPOMERY,NA,val,zhoršené,NA,ne,lok,NA,NA,"dobré, zhoršené"
Coleanthus subtilis,POP_REPROUSP,NA,val,0%,NA,ano,lok,NA,NA,"0%, do 10 %, 11-50 %"
